30.01056469	CH2O
32.02621475	CH4O
32.03923406	CH5N
34.0218783	CH3F
48.00337082	CH4S
54.01056469	C3H2O
54.02358399	C3H3N
56.02621475	C3H4O
58.04186481	C3H6O
58.05488412	C3H7N
59.01330434	C2H3O2
60.02112937	C2H4O2
60.05751488	C3H8O
60.07053419	C3H9N
62.01341324	CH3NO2
70.00547931	C3H2O2
74.07316494	C4H10O
74.08618425	C4H11N
75.99828544	C2H4OS
76.01604399	C2H4O3
76.03467095	C3H8S
76.06544881	C3H9NO
78.01170754	C2H3FO2
78.02134717	CH4N2O2
78.03436648	CH5N3O
83.95335548	CH2Cl2
86.02643255	C3H4N2O
86.04979875	C4H7NO
88.03173572	C2H4N4
88.07846812	C4H10N2
90.00832786	C2H3NO3
90.05032101	C4H10S
90.06807957	C4H10O2
92.05001654	C2H7N3O
93.93770542	C2Cl2
96.02112937	C5H4O2
96.03414868	C5H5NO
100.0551019	C4H7N3
102.0213472	C3H4N2O2
104.0626003	C8H8
105.9821571	C3H3ClO2
106.0292811	C2H5N3O2
110.0861843	C7H11N
111.9925452	CH5O4P
112.016044	C5H4O3
114.0447134	C5H7NO2
114.1044651	C7H14O
116.0369972	C4H6N2O2
116.0603634	C5H9NO2
116.0733827	C5H10N2O
117.9902232	C3H2O5
118.0890328	C5H12N2O
120.0245002	C4H8O2S
120.0449312	C3H7N3O2
120.0682974	C4H10N2O2
122.0497987	C7H7NO
122.0579088	C4H10O4
122.0628181	C7H8N2
124.0317357	C5H4N4
124.0524295	C7H8O2
125.9718097	CH3O5P
128.0028925	C6H5ClO
128.0837296	C7H12O2
130.0292811	C4H5N3O2
130.039628	C5H7NO3
130.0526473	C5H8N2O2
132.0552781	C5H9NO3
132.0682974	C5H10N2O2
134.0111764	C3H4N2O4
134.0605812	C4H9N3O2
136.0194148	C4H8O3S
136.0398458	C3H7N3O3
136.0551019	C7H7N3
136.063212	C4H10N2O3
136.0735589	C5H12O4
136.9352688	C3FeN3
138.0447134	C7H7NO2
140.0369972	C6H6N2O2
140.0396697	C5H5N5
140.0473441	C7H8O3
140.0603634	C7H9NO2
140.0733827	C7H10N2O
142.0088501	C6H6O2S
142.112399	C8H15NO
144.0608857	C7H12OS
144.0786443	C7H12O3
144.0813167	C6H11N3O
146.0345426	C5H7NO4
148.0268265	C4H6N2O4
148.0420826	C8H6N2O
148.0501927	C5H9NO4
148.063212	C5H10N2O3
148.0784681	C9H10N2
148.0892506	C5H12N4O
148.1490023	C7H19N3
149.987678	C3H3ClN4O
150.0213911	C5H8ClNO2
150.0316941	C8H6O3
150.0554959	C4H9N3O3
150.0680796	C9H10O2
150.0810989	C9H11NO
152.0239779	C7H5NO3
152.0684735	C5H12O5
