Formula, something, somethingelse,Formula_mono_iso_wt_nat
C11H16N4O4,12,14,268.117155
C11H16N4O5,12,14,284.1120696
C12H16N2,12,14,188.1313485
C16H24FNO,12,14,265.1841926
C5H10NO7P,12,14,227.0194882
C24H39N8O18P3S,12,14,852.1315867
C8H6N2O,12,14,146.0480128
C11H6Cl2N2,12,14,235.9908036
C7H11N,12,14,109.0891494
C16H14ClN3O,12,14,299.0825398
C12H5Cl5O,12,14,339.8783033
C36H54O,12,14,502.4174664
C41H69N7O8,12,14,787.5207622
C95H146O28,12,14,1735.000064
C40H44N4O+2,12,14,596.3504149
C12H5Cl5,12,14,323.8833887
C51H84O22,12,14,1048.545424
C5H12N2O3S,12,14,180.056863
C51H84O23,12,14,1064.540339
C12H16O2,12,14,192.1150298
C25H32O13,12,14,540.1842911
C25H32O14,12,14,556.1792057
C12H16O3,12,14,208.1099444
C24H51NO7P+,12,14,496.3397659
C12H16O4,12,14,224.104859
C12H16O6,12,14,256.0946882
C12H16O7,12,14,272.0896029
C59H96O27,12,14,1236.613898
C59H96O29,12,14,1268.603727
C13H17NO2,12,14,219.1259288
C28H50O,12,14,402.3861662
C13H17NO3,12,14,235.1208434
C13H17NO4,12,14,251.115758
C15H16N2O6S2,12,14,384.0449776
C9H12N2O,12,14,164.094963
C9H12N2S,12,14,180.0721191
C19H39N5O7,12,14,449.2849486
C10H13O10P,12,14,324.0246331
C27H40O2,12,14,396.3028305
C15H12N2O2,12,14,252.0898776
C27H40O3,12,14,412.2977452
C15H18Cl3NO,12,14,333.0453973
C15H12N2O3,12,14,268.0847923
C41H65NO10,12,14,731.4608473
C27H40O4,12,14,428.2926598
C27H40O6,12,14,460.282489
C18H28N6O,12,14,344.2324596
C21H41N5O7,12,14,475.3005987
C21H41N5O8,12,14,491.2955133
C19H22N2O2,12,14,310.168128
C19H22N2O3,12,14,326.1630426
C2H5AsO5,12,14,183.9352947
C8H12ClN7O,12,14,257.0791858
CH4N2O2,12,14,76.02727738
C45H75NO17,12,14,901.5035
C42H72O14,12,14,800.492207
C28H47N5O18,12,14,741.2916097
C13H13N5O5S2,12,14,383.0358099
C4H10N2O2,12,14,118.0742276
C4H10N2O3,12,14,134.0691422
C33H47N5O8S,12,14,673.3145342
C35H44N2O10,12,14,652.2995956
C11H21N,12,14,167.1673997
C33H68,12,14,464.5321022
C45H74N7O20P3S,12,14,1157.392218
C5H9NO2,12,14,115.0633285
C6H2Cl2O4,12,14,207.933014
C13H10ClN3O4S2,12,14,370.9801249
C5H9NO3,12,14,131.0582432
C5H9NO4,12,14,147.0531578
C5H9NO5,12,14,163.0480724
C16H11ClN4,12,14,294.0672241
C29H40N8O5,12,14,580.3121664
C11H14NO4P,12,14,255.0660445
C20H28N10O21P4,12,14,868.0380941
C9H23NO3PS+,12,14,256.1130772
C7H14O,12,14,114.1044651
C24H14O11,12,14,478.0536113
C17H30N2O12S,12,14,486.1519451
C13H12O2,12,14,200.0837296
C13H12O3,12,14,216.0786443
C16H14F3N5O,12,14,349.1150447
C13H12O4,12,14,232.0735589
C11H22O,12,14,170.1670653
C19H25N3O8,12,14,423.1641648
C41H71NO4,12,14,641.5383098
C13H12O8,12,14,296.0532174
C27H36O15,12,14,600.2054205
C43H73O6P,12,14,716.5144766
C26H31Cl2N5O3,12,14,531.1803953
C8H13N3O4S,12,14,247.0626766
C9H12NO6P,12,14,261.0402236
C14H22N2O,12,14,234.1732133
C11H14NO6+,12,14,256.0815636
C12H25NaO4S,12,14,288.1371247
C30H27O13+,12,14,595.1446174
C14H21NO11,12,14,379.1114605
C42H72O36,12,14,1152.380329
C10H15N4O13P3,12,14,491.9848461
C36H46N16Na4O21S6,12,14,1322.093845
C6H6O2S,12,14,142.0088501
C18H21N5O5,12,14,387.1542688
CH3NO2,12,14,61.01637835
C15H18N4O5,12,14,334.1277197
C27H35N9O15P2,12,14,787.1727845
C10H12N4O4S,12,14,284.0579256
C33H50N4O6S,12,14,630.345106
C11H14NO6P,12,14,287.0558737
C26H35NO4,12,14,425.2566086
C19H23N4O6PS,12,14,466.1075917
C23H16O5,12,14,372.0997736
C26H38O4,12,14,414.2770097
C10H18N5O20P5,12,14,682.9233206
C6H8N2O4S2,12,14,235.9925481
C33H42N4O6,12,14,590.3104351
C29H42N7O18P3S,12,14,901.1519878
C28H44N7O17P3S,12,14,875.1727232
C64H67O41+,12,14,1491.315228
C18H26N4O23P4,12,14,789.9938292
C10H12N4O5S,12,14,300.0528402
C14H14N6O3,12,14,314.1127383
C6H8N2O2S,12,14,172.0306482
C20H32F2O5,12,14,390.2217805
C17H30O2,12,14,266.2245802
C11H20NO12P,12,14,389.0723116
C17H30O7,12,14,346.1991533
C22H38O4Zn,12,14,430.2061563
C10H10ClNO2,12,14,211.0400063
C20H22Cl2N2O6,12,14,456.0854919
C16H24N2O17P2,12,14,578.0550204
C8H8,12,14,104.0626003
C30H30O8,12,14,518.1940679
C33H58N7O17P3S,12,14,949.2822737
C33H52O9,12,14,592.3611333
C19H23N3,12,14,293.1891978
C64H67O42+,12,14,1507.310143
C40H44N4O16,12,14,836.2752314
C16H26N2O,12,14,262.2045135
C13H21ClN4O2S,12,14,332.1073743
C6H6O4S,12,14,173.9986794
C3H2F6O,12,14,168.0009839
C27H42N7O19P3S,12,14,893.1469024
C37H65NO14,12,14,747.4405058
C26H44N7O18P3S,12,14,867.1676379
C44H52N8O10,12,14,852.3806399
C88H95Cl2N9O33,12,14,1875.540932
C18H12,12,14,228.0939004
C6H6N2O2,12,14,138.0429274
C6H6N2O3,12,14,154.0378421
C32H42O12,12,14,618.2676268
C12H11Cl2NO,12,14,255.0217694
C32H42O16,12,14,682.2472853
C40H36O11,12,14,692.225762
C8H12N2O2,12,14,168.0898776
C40H36O12,12,14,708.2206766
C12H18N4O7P2S,12,14,424.0371427
C8H12N2O3,12,14,184.0847923
C32H47F5O3S,12,14,606.3166071
C8H12N2O4,12,14,200.0797069
C18H31N3O13P2,12,14,559.1332111
C17H23NO3,12,14,289.1677936
C17H23NO4,12,14,305.1627082
C9H11N2O8P,12,14,306.0253019
C82H58O52,12,14,1874.189412
C20H27NO3,12,14,329.1990937
C20H27NO5,12,14,361.188923
C12H10Cl2F3NO,12,14,311.009154
C27H34O3,12,14,406.250795
C43H58O18,12,14,862.3623151
C6H6O5S,12,14,189.993594
C20H27NO7,12,14,393.1787522
C30H45N6O16P,12,14,776.2629659
C27H34O9,12,14,502.2202827
C11H19N5S,12,14,253.1361163
C11H14NO9P,12,14,335.0406176
C12H10OS2,12,14,234.0173063
C50H83O4P,12,14,778.6028977
C9H9N2NaO3,12,14,216.0510868
C22H46NO7P,12,14,467.3011893
C7H5NO3,12,14,151.026943
C7H5NO4,12,14,167.0218577
C6H8ClN3O4S2,12,14,284.9644749
C14H19N5O6S,12,14,385.1056041
C17H28N2O15P2,12,14,562.0964913
C10H14N2O2,12,14,194.1055277
C10H14N2O3,12,14,210.1004423
C10H14N2O4,12,14,226.0953569
C10H14N2O5,12,14,242.0902716
C10H14N2O6,12,14,258.0851862
C12H16O12,12,14,352.064176
C6H9N3O2,12,14,155.0694765
C23H50N2O5P+,12,14,465.3451857
C22H26N2O2,12,14,350.1994281
C22H26N2O3,12,14,366.1943427
C22H26N2O4,12,14,382.1892573
C14H24N2O7,12,14,332.1583511
C9H16N3O13P3,12,14,466.9895971
C8H15N3O4,12,14,217.106256
C14H24N2O9,12,14,364.1481804
C15H12O,12,14,208.088815
C8H15N3O7,12,14,265.0909999
C26H36N2O3,12,14,424.272593
C37H70O5,12,14,594.5223254
C28H58O,12,14,410.4487665
C28H29N2O12-,12,14,585.172598
C13H21N3O,12,14,235.1684623
C9H11ClO3,12,14,202.0396719
C20H32N8O5,12,14,464.2495662
C16H28O2,12,14,252.2089301
C66H75Cl2N9O24,12,14,1447.4302
C11H13ClN2,12,14,208.0767261
C16H28O7,12,14,332.1835033
C10H13ClN2O3S,12,14,276.0335407
C6H3Cl3,12,14,179.9300332
C31H24O10,12,14,556.136947
C3FeN3,12,14,133.9441641
C23H32N6O6S2,12,14,552.1824742
C31H24O12,12,14,588.1267762
C6H6O7S,12,14,221.9834232
C42H59N3O10,12,14,765.4200451
C57H94O27,12,14,1210.598248
C17H24N2O4S,12,14,352.145678
C9H18O2,12,14,158.1306798
C10H17N3O5,12,14,259.1168207
C30H47N3O9S,12,14,625.3033008
C18H24O4S,12,14,336.1395299
C11H15NO2,12,14,193.1102787
C11H15NO3,12,14,209.1051934
C9H18O8,12,14,254.1001676
C34H46O18,12,14,742.2684147
C44H80NO8P,12,14,781.5621551
C8H21N3,12,14,159.1735477
C11H15NO8,12,14,289.0797665
C19H27NO3,12,14,317.1990937
C19H27NO4,12,14,333.1940084
C8H18N4O2,12,14,202.1429758
C21H32N2O,12,14,328.2514637
C19H27NO6,12,14,365.1838376
C19H27NO7,12,14,381.1787522
C33H34N4O6,12,14,582.2478348
C7H10N2O,12,14,138.079313
C4H8O8P-,12,14,214.9962273
C3H5O3S-,12,14,120.9964883
C8H4O3S2,12,14,211.9601854
C14H11ClN4O,12,14,286.0621387
C23H30ClNO3,12,14,403.1914215
C3H11N3O6PS+,12,14,248.0100687
C8H9BO3,12,14,164.0644747
